#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 55.700000 -1.246184 1.089553 18.574165
 55.720000 -1.216453 1.125932 18.157108
 55.740000 -1.165567 0.856045 17.390123
 55.760000 -1.073819 0.727895 15.856721
 55.780000 -1.227369 0.806129 18.312932
 55.800000 -1.127832 0.494129 16.780381
 55.820000 -1.091152 0.592135 16.158997
 55.840000 -1.161076 0.415533 17.319282
 55.860000 -1.330987 0.561303 19.631697
 55.880000 -1.142008 0.367355 17.013210
 55.900000 -1.361409 0.352571 19.962295
 55.920000 -1.507838 0.275895 21.208148
 55.940000 -1.499290 0.310399 21.150063
 55.960000 -1.381441 0.133832 20.166059
 55.980000 -1.473976 0.282987 20.968074
 56.000000 -1.405103 0.208221 20.392628
 56.020000 -1.450171 0.252281 21.265019
 56.040000 -1.240353 0.212551 18.956777
 56.060000 -1.112129 0.084456 16.937362
 56.080000 -1.099013 0.192482 16.708709
 56.100000 -0.731561 0.058321 9.580524
 56.120000 -0.521825 0.018258 5.917553
 56.140000 -0.689771 0.137665 8.785943
 56.160000 -0.900634 0.166967 12.928117
 56.180000 -1.175503 0.188279 17.988538
 56.200000 -1.316238 0.272126 19.939699
 56.220000 -1.269303 0.217052 19.351439
 56.240000 -1.512838 0.493894 21.715968
 56.260000 -1.350620 0.314890 20.329414
 56.280000 -1.345950 0.442957 20.278517
 56.300000 -1.368975 0.423841 20.523302
 56.320000 -1.244455 0.560110 19.014145
 56.340000 -0.818094 0.461511 11.277361
 56.360000 -0.971554 0.639093 14.332733
 56.380000 -0.927676 0.663788 13.467490
 56.400000 -1.197250 0.912958 18.325953
 56.420000 -1.418336 0.911032 20.996397
 56.440000 -1.552461 1.071854 21.952059
 56.460000 -1.735038 1.189393 22.672111
 56.480000 -1.725528 1.365669 22.645512
 56.500000 -1.690975 1.430314 22.541226
 56.520000 -1.702360 1.507960 22.577012
 56.540000 -1.815551 1.594429 22.870452
 56.560000 -1.841678 1.774656 22.927447
 56.580000 -1.853076 1.836515 22.951637
 56.600000 -1.815884 1.911963 22.871194
 56.620000 -1.693468 2.094388 22.549191
 56.640000 -1.833577 2.189505 22.910029
 56.660000 -1.601765 2.278114 22.199499
 56.680000 -1.502759 2.253275 21.650075
 56.700000 -1.345639 2.497201 20.275105
 56.720000 -1.300037 2.526456 19.743989
 56.740000 -1.208080 2.706789 18.489218
 56.760000 -1.209097 2.750079 18.504385
 56.780000 -0.989402 2.774007 14.679244
 56.800000 -0.910635 2.813386 13.127907
 56.820000 -0.923625 2.928415 13.386903
 56.840000 -0.929548 2.900285 13.504714
 56.860000 -0.819485 2.827069 11.305108
 56.880000 -0.919125 2.798290 13.297265
 56.900000 -0.990699 2.728353 14.704303
 56.920000 -1.136998 2.709058 17.361024
 56.940000 -1.261785 2.515441 19.251254
 56.960000 -1.223100 2.454001 18.710384
 56.980000 -1.377427 2.416763 20.609291
 57.000000 -1.396588 2.284933 20.796591
 57.020000 -1.542474 2.143821 22.354619
 57.040000 -1.633383 2.258092 22.767643
 57.060000 -1.659648 2.067049 22.858335
 57.080000 -1.600939 2.002315 22.639222
 57.100000 -1.677888 1.813828 22.915104
 57.120000 -1.661291 1.811837 22.863648
 57.140000 -1.475934 1.716081 21.932751
 57.160000 -1.435098 1.578680 21.615311
 57.180000 -1.344472 1.498399 20.735320
 57.200000 -1.351160 1.339326 20.808815
 57.220000 -1.368592 1.279678 20.993912
 57.240000 -1.178814 1.187931 18.480093
 57.260000 -1.045624 0.991676 16.132177
 57.280000 -1.126451 1.036519 17.604178
 57.300000 -1.196180 0.904269 18.754299
 57.320000 -1.180372 0.768797 18.505043
 57.340000 -1.311427 0.717115 20.351909
 57.360000 -1.358948 0.518853 20.892662
 57.380000 -1.498897 0.564512 22.091199
 57.400000 -1.451247 0.374153 21.746442
 57.420000 -1.455894 0.432295 21.782808
 57.440000 -1.385044 0.302254 21.160085
 57.460000 -1.412530 0.446060 21.419357
 57.480000 -0.977547 0.118143 14.804939
 57.500000 -0.921004 0.312730 13.661671
 57.520000 -0.655821 0.046834 8.353419
 57.540000 -0.533190 0.123681 6.231572
 57.560000 -0.494518 -0.096251 5.631467
 57.580000 -0.740500 0.032008 9.986235
 57.600000 -0.810282 -0.049742 11.390940
 57.620000 -1.164382 0.114660 18.245764
 57.640000 -1.193334 0.043141 18.709958
 57.660000 -1.343699 0.162395 20.726730
 57.680000 -1.389060 0.137187 21.199401
 57.700000 -1.310328 0.149513 20.338572
 57.720000 -1.283958 0.116419 20.007379
 57.740000 -1.254752 0.114671 19.615679
 57.760000 -1.056935 0.236762 16.345786
 57.780000 -0.900548 0.132861 13.242772
 57.800000 -0.958949 0.354606 14.432170
 57.820000 -0.965169 0.193917 14.557266
 57.840000 -1.186344 0.377487 18.600051
 57.860000 -1.222590 0.307257 19.154959
 57.880000 -1.337995 0.467447 20.662821
 57.900000 -1.474429 0.375646 21.921873
 57.920000 -1.720448 0.662584 23.030500
 57.940000 -1.596163 0.525359 22.618646
 57.960000 -1.964786 0.873019 23.455744
 57.980000 -2.022564 0.820440 23.538931
 58.000000 -2.225858 0.813740 23.766242
 58.020000 -2.217230 0.972938 24.178019
 58.040000 -2.154324 0.922906 24.122348
 58.060000 -2.070438 1.049937 24.005832
 58.080000 -2.136960 1.120842 24.101370
 58.100000 -1.962715 1.309153 23.824013
 58.120000 -1.872526 1.365123 23.657638
 58.140000 -2.014722 1.492754 23.914483
 58.160000 -2.031875 1.493886 23.943320
 58.180000 -2.008685 1.631955 23.904202
 58.200000 -1.691411 1.757058 23.213844
 58.220000 -1.621656 2.014963 22.951126
 58.240000 -1.464923 1.875631 22.011606
 58.260000 -1.599019 1.975500 22.848450
 58.280000 -1.323927 2.047889 20.609429
 58.300000 -1.168674 1.971115 18.381668
 58.320000 -0.923380 1.994167 13.735414
 58.340000 -0.961736 2.053600 14.517936
 58.360000 -0.955642 2.068498 14.394408
 58.380000 -0.700073 2.033833 9.201611
 58.400000 -0.773411 2.137859 10.655646
 58.420000 -0.613221 2.125306 7.587836
 58.440000 -0.827761 2.327864 11.765141
 58.460000 -0.649011 2.189597 8.234831
 58.480000 -0.752411 2.279777 10.234439
 58.500000 -0.680424 2.238467 8.823356
 58.520000 -0.849495 2.236550 12.212958
 58.540000 -0.970923 2.262016 14.703445
 58.560000 -0.835458 2.235657 11.923626
 58.580000 -1.019986 2.235195 15.677746
 58.600000 -1.108512 2.275549 17.341795
 58.620000 -1.385120 2.327699 21.290256
 58.640000 -1.434978 2.395547 21.762356
 58.660000 -1.375819 2.316505 21.194035
 58.680000 -1.281072 2.418645 20.065037
 58.700000 -1.461723 2.356380 21.986151
 58.720000 -1.632155 2.358735 22.995601
 58.740000 -1.577411 2.392174 22.741204
 58.760000 -1.601921 2.382166 22.862148
 58.780000 -1.524705 2.305933 22.437611
 58.800000 -1.659106 2.315400 23.101384
 58.820000 -1.718351 2.193933 23.297279
 58.840000 -1.713189 2.304958 23.281950
 58.860000 -1.664005 2.278596 23.119394
 58.880000 -1.833310 2.179595 23.578837
 58.900000 -1.850693 2.303337 23.614428
 58.920000 -1.995701 2.318459 23.881877
 58.940000 -1.870672 2.420901 23.654027
 58.960000 -1.791730 2.385098 23.487915
 58.980000 -1.881101 2.497444 23.674207
 59.000000 -1.742920 2.499029 23.366405
 59.020000 -1.650615 2.549707 23.487157
 59.040000 -1.449791 2.442255 22.256440
 59.060000 -1.414121 2.623493 21.928188
 59.080000 -1.443474 2.666685 22.201011
 59.100000 -1.491938 2.738768 22.597438
 59.120000 -1.349670 2.789575 21.237779
 59.140000 -1.369253 2.814211 21.460980
 59.160000 -1.350713 2.990339 21.249963
 59.180000 -1.308629 2.849834 20.731798
 59.200000 -1.228059 2.803259 19.589171
 59.220000 -1.119728 2.693313 17.764989
 59.240000 -1.077005 2.651340 16.969606
 59.260000 -1.034116 2.521019 16.137134
 59.280000 -1.028326 2.438528 16.022449
 59.300000 -0.902442 2.336293 13.436483
 59.320000 -0.888799 2.343794 13.150257
 59.340000 -1.005202 2.235021 15.559686
 59.360000 -0.980499 2.233333 15.057964
 59.380000 -1.166462 2.135245 18.589694
 59.400000 -1.110105 2.091872 17.589002
 59.420000 -0.924148 2.008751 13.891112
 59.440000 -0.872039 1.817644 12.798674
 59.460000 -0.815316 1.734170 11.611550
 59.480000 -0.816774 1.606175 11.641956
 59.500000 -0.886110 1.604286 13.093836
 59.520000 -0.904017 1.576127 13.469520
 59.540000 -0.969550 1.589582 14.833464
 59.560000 -1.444304 1.513937 22.208361
 59.580000 -1.593125 1.672173 23.228467
 59.600000 -1.623986 1.448260 23.375151
 59.620000 -1.613957 1.443654 23.329557
 59.640000 -1.522604 1.220814 22.815283
 59.660000 -1.647148 1.045039 23.473285
 59.680000 -1.600121 1.003058 23.263403
 59.700000 -1.350716 0.756897 21.250003
 59.720000 -1.298487 0.745421 20.598742
 59.740000 -1.397224 0.660206 21.759437
 59.760000 -1.344343 0.525632 21.175032
 59.780000 -1.095667 0.379348 17.321405
 59.800000 -0.816646 0.177735 11.639272
 59.820000 -0.697899 0.028259 9.229124
 59.840000 -0.905339 0.000241 13.497246
 59.860000 -0.540154 -0.308772 6.385790
 59.880000 -0.604051 -0.276627 7.475480
 59.900000 -0.639805 -0.382271 8.123033
 59.920000 -0.843399 -0.317781 12.198523
 59.940000 -0.724839 -0.583649 9.763140
 59.960000 -0.829684 -0.519552 11.911493
 59.980000 -0.652885 -0.666370 8.365628
 60.000000 -0.904303 -0.522317 13.475523
 60.020000 -0.929997 -0.583955 14.670965
 60.040000 -0.951196 -0.570842 15.110451
 60.060000 -1.049492 -0.491970 17.075021
 60.080000 -0.965167 -0.413546 15.397635
 60.100000 -1.172270 -0.318444 19.273101
 60.120000 -1.149405 -0.320980 18.890932
 60.140000 -1.361115 -0.165693 21.835981
 60.160000 -1.168192 -0.224850 19.205981
 60.180000 -1.448463 -0.061099 22.648462
 60.200000 -1.331866 -0.072749 21.511345
 60.220000 -1.398709 0.078698 22.214180
 60.240000 -1.427003 0.162670 22.470197
 60.260000 -1.393605 0.319682 22.165388
 60.280000 -1.378131 0.332670 22.012580
 60.300000 -1.200012 0.526747 19.716915
 60.320000 -1.199912 0.533407 19.715349
 60.340000 -1.055811 0.593935 17.196059
 60.360000 -1.072109 0.691839 17.504673
 60.380000 -0.910435 0.681200 14.262403
 60.400000 -1.091186 1.030774 17.858988
 60.420000 -1.062043 0.988078 17.314675
 60.440000 -1.314804 1.317447 21.309577
 60.460000 -1.411577 1.365321 22.333623
 60.480000 -1.454605 1.658673 22.697028
 60.500000 -1.452594 1.693419 22.681246
 60.520000 -1.535934 1.840019 23.242899
 60.540000 -1.333161 1.880235 21.526285
 60.560000 -1.331695 2.046738 21.509368
 60.580000 -1.249040 2.055732 20.446213
 60.600000 -1.139804 2.047288 18.726338
 60.620000 -1.155479 2.167539 18.993825
 60.640000 -1.073207 2.314844 17.525266
 60.660000 -0.991127 2.437057 15.924906
 60.680000 -1.003158 2.370145 16.166288
 60.700000 -1.052994 2.420183 17.142181
 60.720000 -0.950449 2.512732 15.095039
 60.740000 -1.025470 2.627743 16.608296
 60.760000 -0.796145 2.567860 11.859103
 60.780000 -0.826491 2.521860 12.496581
 60.800000 -0.971922 2.466057 15.535655
 60.820000 -0.839435 2.547118 12.769355
 60.840000 -1.014950 2.440239 16.400856
 60.860000 -0.835221 2.496603 12.680533
 60.880000 -1.110045 2.439582 18.201793
 60.900000 -1.071699 2.411854 17.496970
 60.920000 -1.315636 2.402995 21.319632
 60.940000 -1.327145 2.319249 21.456438
 60.960000 -1.413935 2.473549 22.354967
 60.980000 -1.409991 2.360660 22.319174
 61.000000 -1.251445 2.220277 20.480145
 61.020000 -1.258841 2.109314 21.065259
 61.040000 -1.299677 2.111139 21.603071
 61.060000 -1.305393 2.123460 21.673966
 61.080000 -1.261068 2.108097 21.095990
 61.100000 -1.295316 2.041936 21.548257
 61.120000 -1.199239 2.000025 20.184613
 61.140000 -1.348789 2.003468 22.176862
 61.160000 -1.270413 1.921987 21.223191
 61.180000 -1.188736 1.890729 20.018041
 61.200000 -1.083163 1.792378 18.170782
 61.220000 -1.036937 1.806315 17.278967
 61.240000 -0.822392 1.613278 12.765761
 61.260000 -0.805696 1.414072 12.406295
 61.280000 -0.884751 1.556951 14.109160
 61.300000 -0.733594 1.420975 10.875443
 61.320000 -0.858973 1.444563 13.554625
 61.340000 -0.754259 1.432702 11.310209
 61.360000 -1.111101 1.372765 18.687246
 61.380000 -1.198519 1.444071 20.173295
 61.400000 -1.143510 1.299748 19.262883
 61.420000 -1.120462 1.214619 18.856235
 61.440000 -1.114190 1.273990 18.743246
 61.460000 -1.350455 1.161021 22.194939
 61.480000 -1.434109 1.152961 22.986782
 61.500000 -1.474708 1.082469 23.292326
 61.520000 -1.473589 0.951493 23.284553
 61.540000 -1.802943 1.132261 24.399452
 61.560000 -1.714900 0.857794 24.270434
 61.580000 -1.713042 0.942830 24.266872
 61.600000 -1.575256 0.861471 23.852607
 61.620000 -1.433090 0.633085 22.978473
 61.640000 -1.551714 0.670178 23.744426
 61.660000 -1.354052 0.346275 22.233642
 61.680000 -1.250998 0.431377 20.955773
 61.700000 -1.232903 0.416801 20.695683
 61.720000 -1.135841 0.336802 19.129096
 61.740000 -1.051541 0.379783 17.565451
 61.760000 -0.990502 0.255645 16.342944
 61.780000 -0.829817 0.193632 12.925887
 61.800000 -0.916738 0.203755 14.794762
 61.820000 -0.701900 0.003732 10.215592
 61.840000 -0.754615 0.159678 11.317713
 61.860000 -0.667501 0.043402 9.515632
 61.880000 -1.009683 0.148433 16.733879
 61.900000 -0.948267 -0.028596 15.463968
 61.920000 -1.314616 0.071505 21.786062
 61.940000 -1.225607 -0.041163 20.587906
 61.960000 -1.423716 0.144786 22.900547
 61.980000 -1.463093 -0.081067 23.209898
 62.000000 -1.687888 0.198204 24.214325
 62.020000 -1.596660 0.002668 24.342613
 62.040000 -1.726902 0.197434 24.699498
 62.060000 -1.707748 -0.031737 24.664297
 62.080000 -1.877528 0.142402 24.852823
 62.100000 -2.003872 0.044939 24.898910
 62.120000 -1.928118 0.159459 24.875769
 62.140000 -2.034586 0.032268 24.905123
 62.160000 -2.062198 0.252409 24.908950
 62.180000 -2.035377 0.205345 24.905256
 62.200000 -2.016417 0.224965 24.901686
 62.220000 -2.061640 0.329782 24.908890
 62.240000 -2.069404 0.381735 24.909649
 62.260000 -1.978542 0.484619 24.892353
 62.280000 -1.981274 0.522766 24.893119
 62.300000 -1.914287 0.646093 24.870282
 62.320000 -1.948370 0.715359 24.882993
 62.340000 -1.763010 0.682466 24.753803
 62.360000 -1.706327 0.714217 24.661487
 62.380000 -1.592899 0.897972 24.327484
 62.400000 -1.493962 0.744666 23.803925
 62.420000 -1.445910 1.027801 23.451096
 62.440000 -1.237332 1.003140 21.052057
 62.460000 -1.131194 1.081785 19.291790
 62.480000 -1.160269 1.398361 19.807203
 62.500000 -0.950822 1.196059 15.684035
 62.520000 -0.821894 1.236268 12.873169
 62.540000 -0.980707 1.383909 16.319756
 62.560000 -0.767979 1.299557 11.700990
 62.580000 -0.863401 1.485501 13.782643
 62.600000 -1.031780 1.500706 17.377152
 62.620000 -1.195746 1.697908 20.403034
 62.640000 -1.365713 1.732273 22.699949
 62.660000 -1.544382 1.968858 24.102453
 62.680000 -1.437976 1.820255 23.386055
 62.700000 -1.591577 2.125105 24.322094
 62.720000 -1.766224 2.200480 24.757959
 62.740000 -1.745811 2.174000 24.729752
 62.760000 -1.682812 2.165293 24.610727
 62.780000 -1.822075 2.349386 24.815645
 62.800000 -1.672166 2.536820 24.584930
 62.820000 -1.926326 2.461466 24.875086
 62.840000 -1.902929 2.653239 24.865373
 62.860000 -2.050591 2.563084 24.907553
 62.880000 -2.131616 2.868234 24.907895
 62.900000 -2.348273 2.836582 24.643921
 62.920000 -2.499294 2.817545 23.950286
 62.940000 -2.625489 2.965431 22.859948
 62.960000 -2.815515 2.959972 20.215736
 62.980000 -2.828394 2.922422 19.994988
 63.000000 -3.001240 2.939930 16.640864
 63.020000 -2.991858 3.141138 17.409392
 63.040000 -3.100170 3.016948 15.067765
 63.060000 -3.082252 3.083506 15.463581
 63.080000 3.060804 3.116830 12.354641
 63.100000 -3.053456 -3.024086 16.094365
 63.120000 -3.053071 -3.036749 16.102741
 63.140000 -3.044928 3.072029 16.279490
 63.160000 -2.901269 -3.030799 19.222360
 63.180000 -2.919285 -2.981649 18.875770
 63.200000 -2.876058 3.084353 19.694244
 63.220000 -2.798626 2.889150 21.032003
 63.240000 -2.779228 3.038508 21.337967
 63.260000 -2.718511 2.788656 22.215530
 63.280000 -2.620577 2.619367 23.362286
 63.300000 -2.696711 2.569241 22.499833
 63.320000 -2.585408 2.535290 23.692554
 63.340000 -2.540080 2.500739 24.056439
 63.360000 -2.640502 2.444162 23.156118
 63.380000 -2.569252 2.517924 23.830073
 63.400000 -2.430359 2.420426 24.672833
 63.420000 -2.457947 2.560388 24.550524
 63.440000 -2.375777 2.390916 24.858417
 63.460000 -2.222808 2.623691 25.073496
 63.480000 -2.238480 2.551109 25.066766
 63.500000 -2.056459 2.479168 25.039066
 63.520000 -2.146318 2.558633 25.075616
 63.540000 -2.318578 2.563995 24.983452
 63.560000 -2.166338 2.634496 25.079059
 63.580000 -2.304380 2.566762 25.005149
 63.600000 -2.444386 2.724877 24.613188
 63.620000 -2.483248 2.545189 24.419877
 63.640000 -2.708604 2.638428 22.346797
 63.660000 -2.759877 2.677464 21.631047
 63.680000 -2.652560 2.713691 23.024626
 63.700000 -2.811512 2.751888 20.822125
 63.720000 -2.842791 2.700582 20.290980
 63.740000 -2.709113 2.833591 22.340129
 63.760000 -2.913710 2.848704 18.983819
 63.780000 -2.852856 2.999741 20.113729
 63.800000 -2.839196 3.028789 20.353568
 63.820000 -3.014859 -3.135967 16.924639
 63.840000 -2.905863 -3.137161 19.134694
 63.860000 -2.939865 3.063429 18.470963
 63.880000 -2.916618 -3.015994 18.927535
 63.900000 -2.884223 3.057649 19.543176
 63.920000 -2.866892 3.050080 19.861732
 63.940000 -3.106162 2.883662 14.935017
 63.960000 -2.844260 2.948551 20.265299
 63.980000 -2.985215 2.807274 17.547812
 64.000000 -2.918919 2.871996 18.882887
 64.020000 -2.771962 2.785736 21.948769
 64.040000 -2.826191 2.742190 21.086823
 64.060000 -2.759996 2.851770 22.125572
 64.080000 -2.544531 2.693396 24.434142
 64.100000 -2.422552 2.813112 25.048184
 64.120000 -2.445875 2.702897 24.964028
 64.140000 -2.184910 2.734354 25.292411
 64.160000 -2.229575 2.638235 25.306832
 64.180000 -1.927157 2.646929 25.062160
 64.200000 -1.987368 2.554267 25.122634
 64.220000 -2.068747 2.626484 25.202126
 64.240000 -2.143172 2.608153 25.266254
 64.260000 -2.045354 2.403325 25.179687
 64.280000 -2.250125 2.498721 25.307056
 64.300000 -2.148419 2.456404 25.270045
 64.320000 -2.405945 2.310771 25.099616
 64.340000 -2.356032 2.356867 25.215397
 64.360000 -2.334418 2.202192 25.249315
 64.380000 -2.229523 2.277575 25.306826
 64.400000 -2.412894 2.283827 25.078929
 64.420000 -2.361197 2.324251 25.205926
 64.440000 -2.311593 2.344714 25.275808
 64.460000 -2.424562 2.490936 25.041492
 64.480000 -2.306936 2.577414 25.280123
 64.500000 -2.504872 2.672099 24.683108
 64.520000 -2.416222 2.880691 25.068598
 64.540000 -2.455237 2.760407 24.926145
 64.560000 -2.224599 2.875850 25.306110
 64.580000 -2.446886 2.909338 24.960052
 64.600000 -2.363677 3.021829 25.201183
 64.620000 -2.591589 2.900834 24.071077
 64.640000 -2.615683 2.864287 23.855316
 64.660000 -2.931464 2.747254 19.154681
 64.680000 -3.115746 2.920636 15.207781
 64.700000 3.007180 2.915251 11.605290
 64.720000 3.135860 2.807245 14.495507
 64.740000 -3.033112 2.830701 17.040880
 64.760000 -2.881087 2.859756 20.117626
 64.780000 -2.584395 3.007580 24.131512
 64.800000 -2.488235 3.124324 24.772764
 64.820000 -2.320984 3.070552 25.266007
 64.840000 -2.266444 3.024119 25.303771
 64.860000 -2.288265 3.129401 25.293987
 64.880000 -2.348886 -3.119964 25.227613
 64.900000 -2.194616 2.982294 25.296943
 64.920000 -2.316545 2.822184 25.270825
 64.940000 -2.291237 2.674372 25.292135
 64.960000 -2.410917 2.628046 25.084933
 64.980000 -2.469856 2.513979 24.862087
 65.000000 -2.394103 2.330075 25.132191
 65.020000 -2.307428 2.294721 25.666570
 65.040000 -2.635485 2.137104 24.018194
 65.060000 -2.558923 2.110269 24.705619
 65.080000 -2.535332 2.066932 24.875436
 65.100000 -2.437835 2.165759 25.385143
 65.120000 -2.293145 2.024807 25.676055
 65.140000 -2.490929 2.146452 25.144520
 65.160000 -2.466936 2.153078 25.263669
 65.180000 -2.266524 2.146310 25.685071
 65.200000 -2.139354 2.251083 25.615295
 65.220000 -2.250842 2.467527 25.685635
 65.240000 -2.220026 2.546412 25.677816
 65.260000 -2.328017 2.447204 25.646571
 65.280000 -2.295679 2.388603 25.674621
 65.300000 -2.436288 2.433312 25.390922
 65.320000 -2.540063 2.613041 24.842901
 65.340000 -2.726413 2.489579 22.921462
 65.360000 -2.616828 2.685158 24.205425
 65.380000 -2.819331 2.714038 21.491806
 65.400000 -2.785072 2.793053 22.053695
 65.420000 -2.874524 2.872707 20.505685
 65.440000 -2.943480 3.028579 19.153689
 65.460000 -2.795163 3.046254 21.892295
 65.480000 -2.884007 3.025361 20.327044
 65.500000 -2.945385 -3.110254 19.114693
 65.520000 -2.811228 -2.958475 21.628251
 65.540000 -2.755959 -2.970760 22.499608
 65.560000 -2.713749 -3.016374 23.092586
 65.580000 -2.590788 -2.834141 24.445355
 65.600000 -2.747409 -2.770178 22.624899
 65.620000 -2.690890 -2.835203 23.386418
 65.640000 -2.732966 -2.968572 22.830616
 65.660000 -2.878241 -3.112951 20.435971
 65.680000 -2.942457 3.090030 19.174597
 65.700000 -3.027169 2.938444 17.371485
 65.720000 -3.106935 2.785622 15.575101
 65.740000 -3.106912 2.592230 15.575643
 65.760000 -3.102831 2.574795 15.668928
 65.780000 -3.031318 2.634537 17.279984
 65.800000 -2.851004 2.584504 20.937504
 65.820000 -2.726559 2.579226 22.919465
 65.840000 -2.621438 2.496680 24.160362
 65.860000 -2.489188 2.555591 25.153767
 65.880000 -2.352570 2.586356 25.612048
 65.900000 -2.242997 2.606817 25.684715
 65.920000 -2.194409 2.425072 25.663588
 65.940000 -2.234145 2.402492 25.682773
 65.960000 -2.250898 2.343513 25.685639
 65.980000 -2.288948 2.402879 25.678201
 66.000000 -2.133881 2.449300 25.609483
 66.020000 -2.087715 2.389354 25.937393
 66.040000 -2.095734 2.476093 25.947800
 66.060000 -2.096156 2.413647 25.948340
 66.080000 -2.064013 2.349215 25.905187
 66.100000 -1.871754 2.334856 25.595360
 66.120000 -1.865844 2.462730 25.584393
 66.140000 -1.793723 2.554251 25.437350
 66.160000 -1.859904 2.525073 25.573235
 66.180000 -1.746218 2.500697 25.320845
 66.200000 -1.734530 2.735067 25.288914
 66.220000 -1.703192 2.808090 25.195636
 66.240000 -1.609686 2.860674 24.831501
 66.260000 -1.617373 2.788755 24.867227
 66.280000 -1.506665 2.800053 24.225932
 66.300000 -1.428055 2.741747 23.576717
 66.320000 -1.264375 2.584109 21.611642
 66.340000 -1.310490 2.701188 22.252285
 66.360000 -1.229630 2.693941 21.084678
 66.380000 -1.222178 2.613827 20.966830
 66.400000 -1.072968 2.398700 18.281027
 66.420000 -1.218913 2.516959 20.914672
 66.440000 -1.303444 2.539346 22.158838
 66.460000 -1.223495 2.483031 20.987778
 66.480000 -1.192900 2.274096 20.487802
 66.500000 -0.832898 2.037288 13.144574
 66.520000 -0.848617 1.917741 13.491360
 66.540000 -0.748240 1.800945 11.298664
 66.560000 -0.729437 1.737959 10.896446
 66.580000 -0.775070 1.718664 11.877110
 66.600000 -0.844299 1.651567 13.396088
 66.620000 -0.997361 1.727809 16.731112
 66.640000 -1.116708 1.700905 19.126485
 66.660000 -1.200389 1.675381 20.612742
 66.680000 -1.149608 1.660185 19.733405
 66.700000 -1.236805 1.623211 21.196541
 66.720000 -1.128754 1.482262 19.351809
 66.740000 -1.198460 1.331547 20.580724
 66.760000 -1.199248 1.302100 20.593812
 66.780000 -1.187003 1.264609 20.388251
 66.800000 -1.263098 1.280388 21.592940
 66.820000 -1.260258 1.226890 21.551148
 66.840000 -1.417953 1.149172 23.480068
 66.860000 -1.491021 1.008823 24.110716
 66.880000 -1.416394 0.990516 23.464873
 66.900000 -1.163008 0.752966 19.972598
 66.920000 -1.139632 0.817081 19.552239
 66.940000 -0.859439 0.503619 13.730060
 66.960000 -0.875043 0.549771 14.073947
 66.980000 -0.977070 0.353867 16.300198
 67.000000 -1.236988 0.409151 21.199371
 67.020000 -1.310382 0.360590 22.713458
 67.040000 -1.228344 0.312687 21.531124
 67.060000 -1.089565 0.231444 19.056892
 67.080000 -1.051891 0.237841 18.300280
 67.100000 -1.069848 0.153370 18.664833
 67.120000 -1.222837 0.174590 21.443883
 67.140000 -1.177101 0.106446 20.682726
 67.160000 -1.359623 0.153110 23.314632
 67.180000 -1.116738 0.115719 19.582753
 67.200000 -1.106914 0.195296 19.394631
 67.220000 -0.993087 0.127896 17.063807
 67.240000 -1.146287 0.181147 20.133801
 67.260000 -1.379657 0.210212 23.535989
 67.280000 -1.330458 0.233253 22.968414
 67.300000 -1.312187 0.292865 22.736941
 67.320000 -1.139748 0.344074 20.013850
 67.340000 -1.198449 0.428892 21.046119
 67.360000 -1.181981 0.504260 20.767043
 67.380000 -1.291067 0.587605 22.455263
 67.400000 -1.231623 0.533954 21.582606
 67.420000 -1.342153 0.653450 23.110675
 67.440000 -1.265990 0.665802 22.101299
 67.460000 -0.970496 0.622284 16.574540
 67.480000 -1.146743 0.837070 20.142127
 67.500000 -1.169481 0.847217 20.549572
 67.520000 -1.333741 1.021743 23.008807
 67.540000 -1.433126 1.113677 24.062020
 67.560000 -1.534825 1.244298 24.819938
 67.580000 -1.325264 1.277784 22.903756
 67.600000 -1.359148 1.384663 23.309216
 67.620000 -1.200649 1.346086 21.082759
 67.640000 -1.063290 1.279751 18.532496
 67.660000 -1.015615 1.307661 17.544459
 67.680000 -0.922876 1.326907 15.522637
 67.700000 -0.908113 1.314430 15.192523
 67.720000 -1.135288 1.468279 19.931372
 67.740000 -1.274692 1.572521 22.226502
 67.760000 -1.276983 1.564072 22.259050
 67.780000 -1.511385 1.701478 24.671505
 67.800000 -1.408859 1.672947 23.834854
 67.820000 -1.506958 1.634015 24.641785
 67.840000 -1.584518 1.580163 25.088326
 67.860000 -1.380245 1.573439 23.542290
 67.880000 -1.220932 1.625207 21.413495
 67.900000 -1.162731 1.642026 20.430190
 67.920000 -1.270819 1.626695 22.171087
 67.940000 -1.296762 1.660722 22.532709
 67.960000 -1.383755 1.780371 23.579632
 67.980000 -1.138439 1.742371 19.989705
 68.000000 -0.994668 1.719938 17.097784
 68.020000 -1.083151 1.775385 19.483388
 68.040000 -0.969737 1.566563 17.117676
 68.060000 -1.086607 1.580637 19.551142
 68.080000 -1.000281 1.583483 17.778398
 68.100000 -0.999268 1.581663 17.756711
 68.120000 -1.003010 1.555340 17.836698
 68.140000 -1.330212 1.591429 23.430524
 68.160000 -1.363995 1.513790 23.811276
 68.180000 -1.628237 1.489507 25.566733
 68.200000 -1.582372 1.430357 25.394526
 68.220000 -1.488115 1.432768 24.883742
 68.240000 -1.470880 1.298023 24.763896
 68.260000 -1.336770 1.163577 23.507506
 68.280000 -1.195763 1.095632 21.525246
 68.300000 -0.943805 0.974990 16.545749
