#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 68.320000 -0.978763 0.943397 17.314414
 68.340000 -1.011036 0.910579 18.007442
 68.360000 -1.119726 0.962282 20.185487
 68.380000 -1.178087 0.956984 21.229802
 68.400000 -1.446773 1.015646 24.581217
 68.420000 -1.423443 0.921989 24.387107
 68.440000 -1.576507 0.935440 25.369238
 68.460000 -1.661325 0.979209 25.665763
 68.480000 -1.581868 0.837192 25.392381
 68.500000 -1.650541 0.932516 25.635586
 68.520000 -1.646023 0.835169 25.622355
 68.540000 -1.623478 0.896362 25.550853
 68.560000 -1.460125 0.764345 24.684595
 68.580000 -1.565840 0.988328 25.321209
 68.600000 -1.323542 0.790706 23.350692
 68.620000 -1.348034 0.869523 23.636268
 68.640000 -1.096040 0.762402 19.734599
 68.660000 -0.955995 0.664754 16.815752
 68.680000 -1.041526 0.728871 18.645079
 68.700000 -0.977029 0.674753 17.276723
 68.720000 -1.079793 0.753452 19.417301
 68.740000 -1.301109 0.828546 23.070811
 68.760000 -1.375877 1.009118 23.935893
 68.780000 -1.413451 0.957681 24.298592
 68.800000 -1.615954 1.057516 25.524850
 68.820000 -1.441678 1.056846 24.540310
 68.840000 -1.299324 0.974745 23.047793
 68.860000 -1.368970 1.040050 23.864042
 68.880000 -1.156105 0.996929 20.848359
 68.900000 -1.101062 0.958044 19.831374
 68.920000 -1.259304 1.121565 22.502439
 68.940000 -1.173221 1.133344 21.146676
 68.960000 -1.330539 1.190160 23.434396
 68.980000 -1.441137 1.342330 24.535911
 69.000000 -1.269335 1.253476 22.644323
 69.020000 -1.449665 1.272958 25.018811
 69.040000 -1.414812 1.199599 24.733423
 69.060000 -1.257215 1.127542 22.909985
 69.080000 -1.265166 1.161771 23.023387
 69.100000 -1.358484 1.142906 24.183754
 69.120000 -1.111317 1.173141 20.446992
 69.140000 -1.324846 0.998347 23.801826
 69.160000 -1.353530 1.159552 24.130043
 69.180000 -1.047484 1.100720 19.170922
 69.200000 -1.075229 0.997956 19.738218
 69.220000 -1.051689 1.044093 19.258099
 69.240000 -1.044469 0.839029 19.108186
 69.260000 -1.170296 0.938882 21.526928
 69.280000 -1.259994 1.009423 22.949867
 69.300000 -1.243357 0.831193 22.706973
 69.320000 -1.499349 1.000971 25.358170
 69.340000 -1.411709 1.044257 24.706034
 69.360000 -1.407539 1.038596 24.668698
 69.380000 -1.452464 1.047635 25.039987
 69.400000 -1.428839 0.998693 24.853166
 69.420000 -1.418281 0.975318 24.763661
 69.440000 -1.241241 0.883690 22.675383
 69.460000 -1.077521 0.958903 19.784220
 69.480000 -1.027713 0.915210 18.755835
 69.500000 -1.277323 0.853819 23.192418
 69.520000 -1.200804 0.993452 22.041872
 69.540000 -1.266615 0.899054 23.043816
 69.560000 -1.392443 0.929179 24.528464
 69.580000 -1.535260 1.153259 25.557552
 69.600000 -1.366180 0.970094 24.265441
 69.620000 -1.222851 1.063027 22.394266
 69.640000 -1.352090 1.022603 24.114272
 69.660000 -1.327294 0.878911 23.830992
 69.680000 -1.363382 0.892148 24.235986
 69.700000 -1.152634 0.898573 21.214649
 69.720000 -1.134079 0.984168 20.876091
 69.740000 -1.116733 0.965413 20.550414
 69.760000 -1.278519 0.990994 23.208768
 69.780000 -1.443414 0.968782 24.970586
 69.800000 -1.306123 0.971887 23.571553
 69.820000 -1.416612 1.082201 24.749162
 69.840000 -1.520425 1.010482 25.479633
 69.860000 -1.478082 0.957584 25.222262
 69.880000 -1.418889 1.107673 24.768920
 69.900000 -1.436701 1.009328 24.917381
 69.920000 -1.323554 0.931769 23.786341
 69.940000 -1.463620 1.091301 25.121913
 69.960000 -1.214960 0.978785 22.270052
 69.980000 -1.078828 1.163762 19.810413
 70.000000 -0.879774 1.055379 15.444908
 70.020000 -0.976418 0.960044 18.237050
 70.040000 -1.081370 1.022336 20.425100
 70.060000 -1.265393 0.976766 23.498262
 70.080000 -1.246051 1.131905 23.230117
 70.100000 -1.212215 1.072415 22.728735
 70.120000 -1.639593 1.179575 26.184061
 70.140000 -1.496805 1.209137 25.664060
 70.160000 -1.594467 1.077704 26.070968
 70.180000 -1.662904 1.184945 26.227651
 70.200000 -1.700487 1.124094 26.280118
 70.220000 -1.534659 1.119862 25.851355
 70.240000 -1.441218 1.247503 25.311532
 70.260000 -1.193468 0.928039 22.433523
 70.280000 -1.158960 1.022225 21.857843
 70.300000 -1.256528 0.937958 23.377055
 70.320000 -1.041797 0.700653 19.629893
 70.340000 -1.131615 0.979809 21.373415
 70.360000 -1.125202 0.785799 21.256430
 70.380000 -1.264179 0.921611 23.481839
 70.400000 -1.450434 0.993694 25.376718
 70.420000 -1.512680 0.803844 25.747550
 70.440000 -1.434497 0.927976 25.262241
 70.460000 -1.553773 0.715153 25.931097
 70.480000 -1.450232 0.760175 25.375320
 70.500000 -1.067393 0.636047 20.148915
 70.520000 -0.996959 0.516181 18.683938
 70.540000 -1.237960 0.796063 23.113953
 70.560000 -1.144864 0.566926 21.611105
 70.580000 -1.120581 0.703990 21.171374
 70.600000 -1.270017 0.814659 23.560357
 70.620000 -1.172430 0.730337 22.087465
 70.640000 -1.443477 0.926736 25.327769
 70.660000 -1.272341 0.679914 23.591268
 70.680000 -1.320542 0.823140 24.187464
 70.700000 -1.398412 0.825795 24.971497
 70.720000 -1.399481 0.815656 24.980759
 70.740000 -1.441367 0.942425 25.312610
 70.760000 -1.459209 0.968118 25.436237
 70.780000 -1.252200 1.065853 23.316838
 70.800000 -1.306564 1.089496 24.023431
 70.820000 -1.335652 1.010007 24.356703
 70.840000 -1.115539 1.091960 21.077824
 70.860000 -1.069461 1.064537 20.190122
 70.880000 -1.118538 1.069144 21.133553
 70.900000 -1.226043 1.185103 22.938571
 70.920000 -1.056518 0.962424 19.930419
 70.940000 -1.490826 1.363855 25.630699
 70.960000 -1.336555 1.193983 24.366553
 70.980000 -1.504392 1.404786 25.704878
 71.000000 -1.478245 1.456322 25.557003
 71.020000 -1.406800 1.348464 25.424233
 71.040000 -1.381239 1.397123 25.195665
 71.060000 -1.215956 1.377419 23.129245
 71.080000 -1.102152 1.134885 21.130175
 71.100000 -0.966177 1.301864 18.260577
 71.120000 -1.128370 1.256607 21.628340
 71.140000 -1.104842 1.341043 21.182219
 71.160000 -1.292016 1.234286 24.207980
 71.180000 -1.407580 1.285143 25.430832
 71.200000 -1.399682 1.362566 25.362971
 71.220000 -1.409378 1.167266 25.445969
 71.240000 -1.357431 1.238845 24.961247
 71.260000 -1.335690 1.070346 24.728803
 71.280000 -1.189199 0.884750 22.699366
 71.300000 -1.410641 1.023692 25.456531
 71.320000 -1.112410 0.796730 21.327508
 71.340000 -1.027119 0.713963 19.599654
 71.360000 -1.264921 0.963349 23.848410
 71.380000 -1.152098 0.670402 22.060941
 71.400000 -1.180248 0.871960 22.549798
 71.420000 -1.172865 0.503115 22.424251
 71.440000 -1.542848 0.684580 26.268417
 71.460000 -1.318043 0.463788 24.527080
 71.480000 -1.386938 0.504134 25.248686
 71.500000 -1.217929 0.347239 23.159911
 71.520000 -1.553851 0.578982 26.312164
 71.540000 -1.283652 0.287044 24.099947
 71.560000 -1.290205 0.465496 24.184812
 71.580000 -1.213692 0.341074 23.093867
 71.600000 -1.070855 0.390961 20.509983
 71.620000 -0.995657 0.525585 18.917405
 71.640000 -0.646894 0.165943 10.814089
 71.660000 -0.980532 0.494758 18.582386
 71.680000 -0.975305 0.197693 18.465657
 71.700000 -1.348842 0.428281 24.871532
 71.720000 -1.147737 0.308501 21.982800
 71.740000 -1.408086 0.499199 25.435107
 71.760000 -1.300873 0.494419 24.319476
 71.780000 -1.374189 0.647255 25.128428
 71.800000 -1.419568 0.571510 25.529554
 71.820000 -1.366369 0.682658 25.051705
 71.840000 -1.269558 0.644322 23.911913
 71.860000 -1.251245 0.718560 23.656459
 71.880000 -1.145810 0.679704 21.948072
 71.900000 -1.114310 0.762532 21.363731
 71.920000 -1.122006 0.762923 21.509315
 71.940000 -1.322162 0.868524 24.575212
 71.960000 -1.342784 0.790829 24.806594
 71.980000 -1.500650 1.103563 26.069016
 72.000000 -1.413843 1.047014 25.483049
 72.020000 -1.552659 1.257609 26.681138
 72.040000 -1.507312 1.163385 26.484099
 72.060000 -1.570449 1.219718 26.742476
 72.080000 -1.533844 1.294289 26.606738
 72.100000 -1.364095 1.158784 25.413042
 72.120000 -1.289467 1.318793 24.551246
 72.140000 -1.137301 1.155862 22.133135
 72.160000 -1.137985 1.328985 22.145880
 72.180000 -0.993260 1.240196 19.152482
 72.200000 -0.924691 1.304513 17.570911
 72.220000 -0.893675 1.162493 16.834093
 72.240000 -1.037311 1.463423 20.121085
 72.260000 -0.838737 1.203722 15.512979
 72.280000 -1.024763 1.435082 19.849578
 72.300000 -1.056129 1.327560 20.520994
 72.320000 -1.372899 1.446995 25.500504
 72.340000 -1.358743 1.416039 25.358428
 72.360000 -1.595156 1.517756 26.814051
 72.380000 -1.620563 1.480044 26.872369
 72.400000 -1.820467 1.669446 26.957335
 72.420000 -1.958662 1.520974 26.848865
 72.440000 -1.943018 1.599761 26.862073
 72.460000 -2.090731 1.509779 26.742679
 72.480000 -2.156115 1.641974 26.686130
 72.500000 -2.217618 1.633479 26.616919
 72.520000 -2.188324 1.740720 26.652735
 72.540000 -2.238022 1.885221 26.587899
 72.560000 -2.258040 1.750001 26.555495
 72.580000 -2.304615 2.026007 26.461635
 72.600000 -2.332601 1.992552 26.390079
 72.620000 -2.213969 2.252435 26.621729
 72.640000 -2.295220 2.265757 26.482920
 72.660000 -2.255441 2.733823 26.559943
 72.680000 -2.466191 2.748598 25.829469
 72.700000 -2.377336 2.874536 26.246650
 72.720000 -2.417455 3.069638 26.082250
 72.740000 -2.545847 -3.123003 25.270322
 72.760000 -2.597974 -2.962152 24.794706
 72.780000 -2.799656 3.111001 22.062516
 72.800000 -2.785233 -2.973781 22.304368
 72.820000 -3.100992 -3.080471 15.804317
 72.840000 -3.122277 -3.032676 15.310322
 72.860000 2.970702 3.097662 10.944469
 72.880000 2.938555 -3.090720 10.242752
 72.900000 2.907327 3.140783 9.582423
 72.920000 3.056271 -3.116745 12.879337
 72.940000 -3.078659 -3.039358 16.320208
 72.960000 -2.760894 -3.099169 22.696968
 72.980000 -2.649241 3.092461 24.235508
 73.000000 -2.441980 3.099100 25.962792
 73.020000 -2.376604 3.054131 26.624156
 73.040000 -2.318696 2.777743 26.795345
 73.060000 -2.429340 2.658796 26.403644
 73.080000 -2.303597 2.533936 26.829733
 73.100000 -2.442010 2.388891 26.340131
 73.120000 -2.344386 2.306877 26.727570
 73.140000 -2.385508 2.056230 26.591610
 73.160000 -2.379875 2.053020 26.612409
 73.180000 -2.296144 2.038409 26.845338
 73.200000 -2.164226 1.942966 27.010485
 73.220000 -1.956399 1.937489 27.106419
 73.240000 -2.046496 1.920255 27.069018
 73.260000 -1.807470 1.801191 27.158714
 73.280000 -1.938127 1.836836 27.114357
 73.300000 -1.653650 1.894062 27.062588
 73.320000 -1.600724 1.901252 26.945301
 73.340000 -1.488997 1.959881 26.470787
 73.360000 -1.436208 1.963426 26.114433
 73.380000 -1.219226 1.737824 23.574145
 73.400000 -0.960948 1.776368 18.427245
 73.420000 -0.767852 1.614354 13.803369
 73.440000 -0.578340 1.569375 9.457924
 73.460000 -0.720799 1.594014 12.678777
 73.480000 -0.606977 1.540962 10.075275
 73.500000 -0.867541 1.621442 16.213944
 73.520000 -1.034009 1.714441 20.064250
 73.540000 -1.295589 1.747821 24.673161
 73.560000 -1.242767 1.687705 23.936444
 73.580000 -1.303110 1.715849 24.769308
 73.600000 -1.245996 1.617139 23.984525
 73.620000 -1.039639 1.501989 20.185661
 73.640000 -1.200267 1.550251 23.267457
 73.660000 -0.972504 1.501114 18.693024
 73.680000 -1.158377 1.569753 22.543331
 73.700000 -1.170539 1.645935 22.760088
 73.720000 -1.183540 1.612543 22.985969
 73.740000 -1.241259 1.572430 23.913849
 73.760000 -1.120313 1.569630 21.832930
 73.780000 -1.119108 1.488628 21.809683
 73.800000 -1.037991 1.460257 20.150203
 73.820000 -1.093800 1.365133 21.311616
 73.840000 -0.951336 1.230645 18.204367
 73.860000 -1.110787 1.265241 21.648004
 73.880000 -1.177218 1.134894 22.876885
 73.900000 -1.383749 1.136714 25.663536
 73.920000 -1.459446 1.071444 26.282827
 73.940000 -1.466179 1.141818 26.328184
 73.960000 -1.373360 1.032537 25.562179
 73.980000 -1.401762 0.948193 25.829741
 74.000000 -1.369197 0.912992 25.520427
 74.020000 -1.088968 0.628542 21.552575
 74.040000 -0.973663 0.679140 19.016829
 74.060000 -0.883898 0.509491 16.867863
 74.080000 -0.968978 0.476924 18.907642
 74.100000 -1.092917 0.453374 21.633270
 74.120000 -1.074721 0.353547 21.257721
 74.140000 -1.298751 0.408561 25.095716
 74.160000 -1.364944 0.355714 25.862093
 74.180000 -1.468492 0.386048 26.722199
 74.200000 -1.421049 0.299944 26.377715
 74.220000 -1.506305 0.368985 26.941055
 74.240000 -1.468312 0.183073 26.721042
 74.260000 -1.530713 0.251729 27.057803
 74.280000 -1.384992 0.045857 26.060235
 74.300000 -1.383427 0.222666 26.045329
 74.320000 -1.348503 0.041038 25.687902
 74.340000 -1.358039 0.195699 25.790216
 74.360000 -1.367716 0.195334 25.890417
 74.380000 -1.314930 0.270243 25.299112
 74.400000 -1.123320 0.173077 22.239124
 74.420000 -0.989440 0.177191 19.381447
 74.440000 -0.714823 0.124245 12.726647
 74.460000 -0.515583 0.114601 8.287782
 74.480000 -0.365447 0.051127 5.585300
 74.500000 -0.431242 0.105669 6.691734
 74.520000 -0.312509 0.023639 4.788640
 74.540000 -0.681034 0.176120 11.919296
 74.560000 -0.618050 0.173762 10.469918
 74.580000 -0.732017 0.132778 13.142639
 74.600000 -0.770720 0.250125 14.085303
 74.620000 -0.861538 0.089052 16.320866
 74.640000 -1.017431 0.240324 20.016221
 74.660000 -1.048223 0.010814 20.694025
 74.680000 -1.079201 0.123055 21.351077
 74.700000 -1.037868 -0.007600 20.468663
 74.720000 -1.096735 0.175304 21.710867
 74.740000 -0.863483 -0.100263 16.368553
 74.760000 -1.161371 0.192678 22.955651
 74.780000 -1.108712 -0.039784 21.951522
 74.800000 -1.309608 0.171832 25.233367
 74.820000 -1.290352 0.010737 24.985970
 74.840000 -1.550194 0.152161 27.138070
 74.860000 -1.486870 0.124721 26.834497
 74.880000 -1.680306 0.247459 27.429496
 74.900000 -1.513383 0.052219 26.976828
 74.920000 -1.768964 0.288222 27.453902
 74.940000 -1.829211 0.144285 27.426217
 74.960000 -1.821005 0.308018 27.431335
 74.980000 -1.798830 0.293917 27.443289
 75.000000 -1.695971 0.261287 27.441542
 75.020000 -1.779076 0.466466 27.800531
 75.040000 -1.550839 0.428227 27.481873
 75.060000 -1.573563 0.555780 27.564984
 75.080000 -1.350207 0.558443 25.996507
 75.100000 -1.374663 0.673446 26.258074
 75.120000 -0.904079 0.570515 17.484460
 75.140000 -0.934795 0.709427 18.234980
 75.160000 -0.912281 0.745830 17.685828
 75.180000 -0.873892 0.862042 16.739032
 75.200000 -1.003428 0.848085 19.860676
 75.220000 -1.295532 1.241193 25.325135
 75.240000 -1.295618 1.166013 25.326282
 75.260000 -1.433389 1.340539 26.790486
 75.280000 -1.492886 1.370786 27.198943
 75.300000 -1.279479 1.246045 25.105052
 75.320000 -1.361136 1.321447 26.116331
 75.340000 -1.193297 1.377158 23.749996
 75.360000 -1.039596 1.330223 20.679862
 75.380000 -1.076532 1.434749 21.482959
 75.400000 -1.105188 1.532137 22.079660
 75.420000 -1.076645 1.518628 21.485361
 75.440000 -1.076591 1.556678 21.484216
 75.460000 -0.996015 1.575562 19.689272
 75.480000 -0.787869 1.695055 14.596566
 75.500000 -0.961694 1.695388 18.882036
 75.520000 -0.797443 1.658656 14.834852
 75.540000 -0.775433 1.701916 14.287857
 75.560000 -0.830906 1.661711 15.669725
 75.580000 -0.890197 1.809418 17.142354
 75.600000 -1.074196 1.793800 21.433292
 75.620000 -1.283180 1.959526 25.156703
 75.640000 -1.234282 2.022562 24.430314
 75.660000 -1.346315 2.026821 25.952688
 75.680000 -1.435858 2.077019 26.809975
 75.700000 -1.499427 2.066523 27.236321
 75.720000 -1.503484 2.032333 27.258786
 75.740000 -1.387176 2.192218 26.382781
 75.760000 -1.314606 2.156186 25.573051
 75.780000 -1.260575 2.083269 24.832640
 75.800000 -1.354810 2.041797 26.047545
 75.820000 -1.247338 2.156206 24.633460
 75.840000 -1.280603 2.184633 25.120789
 75.860000 -1.207883 2.269043 23.999437
 75.880000 -1.180363 2.239718 23.522059
 75.900000 -1.276412 2.294725 25.061810
 75.920000 -0.990213 2.248870 19.554359
 75.940000 -0.825800 2.116932 15.542277
 75.960000 -0.761262 2.204708 13.937582
 75.980000 -0.865331 2.228812 16.526820
 76.000000 -0.784822 2.215777 14.520830
 76.020000 -0.791105 2.080476 15.305435
 76.040000 -0.699469 2.107581 13.047168
 76.060000 -0.695802 2.036523 12.958040
 76.080000 -1.031736 2.156053 21.072594
 76.100000 -0.986490 2.122587 20.055007
 76.120000 -1.217083 2.174115 24.614088
 76.140000 -1.241864 2.061383 24.994054
 76.160000 -1.294972 2.152324 25.726368
 76.180000 -1.398820 1.982044 26.830310
 76.200000 -1.398076 2.046125 26.823915
 76.220000 -1.270528 1.917850 25.403348
 76.240000 -1.415222 1.980809 26.965843
 76.260000 -1.512146 1.992655 27.567056
 76.280000 -1.513645 1.877162 27.573846
 76.300000 -1.554223 1.854514 27.731411
 76.320000 -1.442645 1.934861 27.169743
 76.340000 -1.498832 1.971778 27.503565
 76.360000 -1.450584 1.764664 27.223612
 76.380000 -1.488338 1.941790 27.449424
 76.400000 -1.102073 1.690067 22.548058
 76.420000 -1.026030 1.699782 20.946916
 76.440000 -0.691796 1.449680 12.860888
 76.460000 -0.805372 1.526944 15.660462
 76.480000 -0.912631 1.443853 18.306110
 76.500000 -0.836399 1.555496 16.432444
 76.520000 -0.943208 1.527047 19.041438
 76.540000 -1.186755 1.569501 24.116666
 76.560000 -1.368645 1.560855 26.553671
 76.580000 -1.366479 1.503487 26.532439
 76.600000 -1.407415 1.417813 26.902625
 76.620000 -1.363398 1.444491 26.501919
 76.640000 -1.360487 1.248918 26.472743
 76.660000 -1.545780 1.337615 27.702665
 76.680000 -1.421104 1.216468 27.011945
 76.700000 -1.516230 1.148601 27.585389
 76.720000 -1.514190 1.233620 27.576300
 76.740000 -1.344400 1.220676 26.305434
 76.760000 -1.319691 1.134071 26.028307
 76.780000 -1.164066 1.036525 23.721386
 76.800000 -0.990191 0.886821 20.139958
 76.820000 -0.932701 0.828678 18.790290
 76.840000 -0.805381 0.720212 15.660709
 76.860000 -0.938555 0.736524 18.930423
 76.880000 -1.278508 0.878980 25.511452
 76.900000 -1.369090 0.748207 26.558005
 76.920000 -1.526277 0.911866 27.628249
 76.940000 -1.619182 0.691165 27.888944
 76.960000 -1.673273 0.882158 27.946372
 76.980000 -1.605835 0.841847 27.865170
 77.000000 -1.441007 0.720212 27.158345
 77.020000 -1.147980 0.835700 23.740150
 77.040000 -1.278120 0.804524 25.848818
 77.060000 -1.216990 0.804886 24.942037
 77.080000 -1.206919 0.929181 24.778246
 77.100000 -1.118232 0.798296 23.167521
 77.120000 -1.320155 1.138744 26.383117
 77.140000 -1.240122 1.024507 25.302946
 77.160000 -1.531450 1.182416 28.002213
 77.180000 -1.517700 1.179753 27.946313
 77.200000 -1.422140 1.317834 27.377637
 77.220000 -1.447454 1.296806 27.560538
 77.240000 -1.504500 1.388195 27.886836
 77.260000 -1.333499 1.293832 26.537345
 77.280000 -1.362891 1.375029 26.851180
 77.300000 -1.171256 1.331717 24.166123
 77.320000 -0.910817 1.307187 18.486996
 77.340000 -1.080332 1.333148 22.396092
 77.360000 -1.023817 1.300731 21.166408
 77.380000 -1.028712 1.379513 21.276335
 77.400000 -0.990366 1.201686 20.399819
 77.420000 -1.043111 1.451879 21.596167
 77.440000 -1.021837 1.276781 21.121755
 77.460000 -1.310288 1.404536 26.264329
 77.480000 -1.223369 1.440278 25.043692
 77.500000 -1.192683 1.331668 24.539910
 77.520000 -1.394274 1.373760 27.147529
 77.540000 -1.376348 1.450158 26.983120
 77.560000 -1.413045 1.285489 27.305908
 77.580000 -1.499843 1.404500 27.864463
 77.600000 -1.294106 1.347534 26.060706
 77.620000 -1.312111 1.271651 26.286583
 77.640000 -1.313641 1.232617 26.305152
 77.660000 -1.225562 1.072622 25.078278
 77.680000 -1.189703 1.077781 24.489019
 77.700000 -1.104219 1.010848 22.887509
 77.720000 -1.068886 0.911042 22.154438
 77.740000 -1.261185 0.916384 25.612822
 77.760000 -1.378183 0.778888 27.000545
 77.780000 -1.384066 0.939611 27.055496
 77.800000 -1.537671 0.715311 28.025533
 77.820000 -1.400196 0.834808 27.199010
 77.840000 -1.499142 0.783600 27.861032
 77.860000 -1.534440 0.647970 28.013571
 77.880000 -1.357054 0.757533 26.791671
 77.900000 -1.249839 0.563870 25.448134
 77.920000 -1.248511 0.682086 25.428528
 77.940000 -1.147720 0.681358 23.735278
 77.960000 -0.872659 0.575647 17.538786
 77.980000 -1.104492 0.696237 22.893040
 78.000000 -1.009269 0.678712 20.836178
 78.020000 -1.348708 0.774502 27.096243
 78.040000 -1.482128 0.823104 28.100344
 78.060000 -1.357748 0.869841 27.186893
 78.080000 -1.585019 0.961873 28.439631
 78.100000 -1.471815 0.936256 28.047072
 78.120000 -1.357374 0.955343 27.183214
 78.140000 -1.205477 0.912704 25.199571
 78.160000 -1.081430 0.943444 22.889327
 78.180000 -0.801639 0.942163 16.191370
